district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Chamarajanagara,B0050 gundlupet,C0339 chikkathuppuru,5030 puthanapura,56.59,10.0,63,58.47,19.0,59,1.88,9.0,0.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0034 chintamani,C1273 nandiganahalli,4716 nandiganahalli,63.12,30.0,88,65.0,20.0,75,1.88,-10.0,0.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0142 yelandur,C0447 duggahatti,6326 ambale,51.96,30.0,46,53.88,20.0,76,1.92,-10.0,0.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0076 kalghatagi,C0448 dumwad,2638 hirehonnihalli,62.32,45.0,218,64.27,40.0,206,1.95,-5.0,0.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0030 chikkaballapur,C1534 srirampura,1913 doddamarali,53.37,20.0,95,55.33,15.0,90,1.96,-5.0,0.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0030 chikkaballapur,C1272 nandi,3911 kuppahalli,48.68,7.5,106,50.7,15.0,107,2.02,7.5,1.01,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C1547 suntikoppa,2793 7th hosakote,67.96,38.0,27,70.0,45.0,26,2.04,7.0,1.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C0633 hebbale,2539 hebbele,54.47,19.0,19,56.53,23.0,59,2.06,4.0,1.03,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0062 honnali,C0345 chiluru,1530 cheeluru,38.94,0.0,94,41.02,10.0,103,2.08,10.0,1.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0102 mundaragi,C0128 bagewadi,926 bagewadi (g),44.92,10.0,126,47.0,15.0,145,2.08,5.0,1.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0959 kogunde,3678 kogunde,38.09,0.0,186,40.19,5.0,180,2.1,5.0,1.05,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0121 shiggoan,C1823 baad,2195 guddadchannapur,52.64,15.0,89,54.75,25.0,61,2.11,10.0,1.05,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C0196 belavatha,1174 belavatta,81.07,65.0,70,83.21,55.0,81,2.14,-10.0,1.07,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C0254 bilwar,1356 bilwar 18,40.23,0.0,128,42.38,10.0,80,2.15,10.0,1.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0085 arankal,775 arankal,31.92,0.0,156,34.08,10.0,109,2.16,10.0,1.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C1583 tengali,5665 tengali,31.6,0.0,131,33.77,5.0,118,2.17,5.0,1.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0085 kuknoor,C1715 yadiyapura,5368 shiruru,57.6,20.0,75,59.77,26.5,64,2.17,6.5,1.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0063 hosadurga,C1111 mallappanahalli,4187 mallapanahalli,64.87,26.5,114,67.05,25.0,100,2.18,-1.5,1.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C1114 malli,4197 malli 27,58.29,15.0,178,60.47,20.0,203,2.18,5.0,1.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C0612 harave,6213 govinda wadi,51.0,5.0,25,53.21,13.0,14,2.21,8.0,1.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0954 kodli,3909 kupnoor,49.65,5.0,72,51.86,5.0,59,2.21,0.0,1.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0143 yelburga,C0335 chikkamyagiri,1590 chikkamageri,44.57,10.0,243,46.8,10.0,194,2.23,0.0,1.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C1181 melur,4422 melur,54.05,15.0,37,56.28,13.0,47,2.23,-2.0,1.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
